"","MEDIAN_AGE","AVERAGE_GRANT_AMOUNT","AVERAGE_ECTS","STUDY_LENGTH","LANGUAGES_TAUGHT","SUBJECTS_TAUGHT","STUDENTS_ARRIVED","CONNECTED_UNIVERSITIES","cluster"
"1629",23,1113.16296296296,30.3703703703704,4.44444444444444,2,6,27,12,4
"1630",23,1403.27818181818,25,4.45454545454545,2,4,11,10,2
"1631",23,1176.48052631579,25.4210526315789,4.56578947368421,2,8,19,8,4
"1632",24,1500,18,3,1,1,1,1,2
"1633",23.5,2024.5,32.5,7.75,1,1,2,2,3
"1634",24,1880,30.4,5.2,1,2,5,2,3
"1635",21.5,1049.16666666667,28.1666666666667,4,2,5,6,2,4
"1636",22,1013.31169014085,27.7323943661972,4.45422535211268,6,44,142,67,4
"1637",22,1594.39406593407,34.3626373626374,6.0989010989011,2,22,91,38,3
"1638",22,797.702380952381,25.8571428571429,4.16666666666667,2,11,42,17,4
"1639",22,1369.12470852018,28.5739910313901,5.17488789237668,4,19,223,64,2
"1640",23.5,1096.13636363636,28.5454545454545,4.45454545454545,2,6,22,8,4
"1641",22,1320.77291666667,34.7583333333333,5.59583333333333,3,29,120,56,2
"1642",22,1775.42666666667,40,7,1,1,3,2,3
"1643",21,1044.60975609756,34.0243902439024,5.8719512195122,2,13,41,17,4
"1644",22,1748.34323863636,36.4772727272727,6.49289772727273,2,42,176,77,3
"1645",23,1342.3211,33.284,6.06333333333333,3,62,750,216,2
"1646",22,1147.79241935484,30.0161290322581,4.875,2,23,62,30,4
"1647",20.5,1439.83666666667,8.33333333333333,3.5,2,2,6,3,2
"1648",22,1911.25957142857,39.0857142857143,6.27857142857143,4,19,70,28,3
"1649",21.5,2027.5,28.5625,4.515625,2,5,16,6,3
"1650",22,1617.9873286052,31.9763593380615,6.40011820330969,5,53,423,145,3
"1651",22,1636.07966463415,29.9420731707317,6.11585365853659,2,49,328,116,3
"1652",22,1401.02955932203,31.0813559322034,5.60508474576271,2,44,295,106,2
"1653",23,1284.01,23,4.5,2,2,2,2,2
"1654",22,1763.17103448276,29.2068965517241,6.64655172413793,2,6,29,23,3
"1655",23,2400,30,8,1,1,1,1,1
"1656",23,1280.69166666667,28.4166666666667,5.08333333333333,2,6,24,16,2
"1657",22,1319.47563218391,31.2241379310345,5.58333333333333,3,32,174,72,2
"1658",21,1391.22617283951,29.4012345679012,5.69135802469136,2,28,162,59,2
"1659",22,1673.83365217391,29.8260869565217,6.13315217391304,3,15,92,31,3
"1660",23,1706.80176470588,35.9607843137255,6.95996732026144,2,28,306,84,3
"1661",24.5,1610,19,7,1,2,2,1,3
"1662",22,3023.594,55.32,9.68,2,9,25,11,1
"1663",21,1372.81818181818,18.6363636363636,3.36363636363636,1,5,11,4,2
"1664",22,1518.9368161435,31.6771300448431,5.71860986547085,3,34,223,86,2
"1665",25,1355.826,27.6,5.5,2,3,5,5,2
"1666",23,1682.27290456432,28.4232365145228,6.12655601659751,4,27,241,100,3
"1667",22,1651.9141,31.8,5.67,2,28,100,44,3
"1668",22,1624.9603125,30.515625,5.58984375,4,32,128,60,3
"1669",22,1486.63714285714,30.6666666666667,5.85119047619048,3,7,42,27,2
"1670",24,1000,30,5,1,1,2,1,4
"1671",22,1655.51032310178,29.8319870759289,6.28877221324717,4,60,619,197,3
"1672",24.5,1241.07142857143,22.7857142857143,5.03571428571429,2,5,14,1,2
"1673",21,1481.93789757412,33.4851752021563,6.12938005390836,4,51,371,136,2
"1674",25.5,552.5,23.5,4.25,1,2,2,1,4
"1675",22,1579.47768421053,35.1052631578947,6.29210526315789,3,23,95,51,2
"1676",20,1480.05,27.5,4.225,2,4,10,5,2
"1677",22,860,25.8888888888889,4,1,3,9,4,4
"1678",21,1689.47189873418,34.746835443038,6.63291139240506,2,23,79,42,3
"1679",22,1261.86715909091,32.0568181818182,6.04261363636364,2,19,88,35,2
"1680",22,1751.58396428571,29.5785714285714,6.42232142857143,4,41,280,106,3
"1681",22,1778.51625,25.4375,5.078125,2,7,16,8,3
"1682",22,1479.86648148148,29.7777777777778,5.64583333333333,4,43,540,152,2
"1683",22,1555.53,29.1782178217822,6.39851485148515,4,45,404,145,2
"1684",22,1421.05146788991,29.3119266055046,5.27064220183486,5,28,327,109,2
"1685",22,1479.51877777778,29.8222222222222,5.45277777777778,3,21,180,81,2
"1686",23,1919.0280952381,42.5714285714286,8.57142857142857,3,2,21,14,3
"1687",23,1666.48382978723,33.7234042553191,6.51595744680851,2,7,47,33,3
"1688",21,1452.35988235294,31.3450980392157,6.31960784313725,2,27,255,83,2
"1689",23,1370,17,5,1,2,3,1,2
"1690",21,1500.58564356436,31.7128712871287,5.503300330033,3,26,303,101,2
"1691",21.5,2462.25,24.75,4.9375,1,3,4,3,1
"1692",22,1572.61164609054,29.3086419753086,5.3179012345679,4,24,243,76,2
"1693",22,1738.74515991471,30.8827292110874,6.43550106609808,5,52,469,158,3
"1694",21,1322.62464114833,31.0717703349282,5.73684210526316,2,35,209,72,2
"1695",21,1282.20894736842,27.1052631578947,4.32894736842105,1,6,19,11,2
"1696",22,1689.06242424242,36.4848484848485,6.37878787878788,2,9,33,24,3
"1697",23,1346.90407407407,31.6296296296296,5.80555555555556,2,8,27,15,2
"1698",21.5,1150.07045454545,36.5454545454545,6.14772727272727,1,8,22,12,4
"1699",23,1597.76709302326,32.7364341085271,6.41085271317829,2,36,258,80,3
"1700",22,1910.98,29,7.05,1,3,5,3,3
"1701",21,1440.73418032787,30.9344262295082,5.02254098360656,3,30,122,54,2
"1702",20,1261.63043478261,30,5.07608695652174,2,6,23,9,2
"1703",22,1569.22307692308,37.8615384615385,6.79615384615385,2,26,65,36,2
"1704",22,1847.09615384615,39.1538461538462,5.99038461538461,2,6,26,10,3
"1705",22,1713.22019323671,38.1207729468599,6.88768115942029,5,49,207,77,3
"1706",24,1103.58333333333,31.3333333333333,4.91666666666667,1,6,6,2,4
"1707",20.5,1601.09375,51.8125,9.375,2,5,16,6,3
"1708",21.5,1430.17833333333,34.2708333333333,5.55729166666667,2,17,48,19,2
"1709",22,1654.16136531365,38.09963099631,6.89022140221402,5,52,271,114,3
"1710",21,1957.46153543307,37.4803149606299,6.44488188976378,4,39,254,61,3
"1711",22,1587.77974683544,39.2405063291139,6.42088607594937,2,28,79,28,3
"1712",22,1541.57892761394,38.2211796246649,7.08880697050938,6,77,746,210,2
"1713",22,1494.79910344828,35.3241379310345,6.48103448275862,2,41,145,53,2
"1714",21,1357.56157894737,39.7368421052632,7.57236842105263,3,11,38,13,2
"1715",26,1300,87,10,1,1,1,1,2
"1716",23.5,1341.66666666667,69.1666666666667,8.66666666666667,2,2,6,4,2
"1717",24,1076.25,52,7.5,1,2,8,3,4
"1718",21,726.196818181818,27,4.42045454545455,3,3,22,11,4
"1719",22,1864.08571428571,39.1314285714286,6.64142857142857,3,38,175,61,3
"1720",22,1932.606,32.7333333333333,6.71666666666667,2,3,15,7,3
"1721",21,615.890769230769,26.7692307692308,3.67307692307692,3,5,13,6,4
"1722",22,1357.43133333333,38.8555555555556,7.00277777777778,2,25,90,38,2
"1723",23,2205.55555555556,29.4444444444444,5.11111111111111,1,3,9,3,1
"1724",21,833.028,36,5.25,2,2,3,2,4
"1725",22,1508.66882022472,37.0449438202247,7.19662921348315,3,46,178,62,2
"1726",22,1587.62162162162,28.8378378378378,5.52702702702703,2,14,37,14,3
"1727",22,0,30,0.75,1,1,1,1,4
"1728",20,1561,30,3.5,1,1,1,1,2
"1729",22,1669.66949152542,38.1186440677966,7.08050847457627,2,16,59,20,3
"1730",22,1538.2597810219,37.7518248175182,6.48357664233577,3,44,137,51,2
"1731",24.5,1481.3,30,6,2,2,2,2,2
"1732",22,1311.91474320242,29.8308157099698,5.57779456193354,4,43,331,117,2
"1733",27,1800,26,6,1,1,1,1,3
"1734",23,1537.2412109375,34.716796875,6.830078125,5,54,512,203,2
"1735",22,1346.68215926493,32.7320061255743,5.94218989280245,2,56,653,199,2
"1736",23,1531.50636363636,34.2296650717703,6.84718899521531,4,70,836,232,2
"1737",22,1371.8439408867,31.5467980295567,5.78325123152709,7,37,203,79,2
"1738",22,1456.03583606557,32.1672131147541,5.77459016393443,3,35,305,109,2
"1739",22,1425.37552631579,34.0789473684211,6.76973684210526,2,8,38,17,2
"1740",21,960.795454545455,42.4545454545455,7.03409090909091,3,6,22,9,4
"1741",22,1923,45.8,9,2,3,5,3,3
"1742",22,1672.69736842105,40.5263157894737,7.59210526315789,2,9,19,11,3
"1743",22,888.877619047619,17.8571428571429,3.41666666666667,2,3,21,7,4
"1744",21,737.17,20.1904761904762,3.3452380952381,3,2,21,11,4
"1745",21,650,60,5,1,1,2,1,4
"1746",23,1337.59259259259,46.962962962963,8.27777777777778,2,7,27,12,2
"1747",22,1706.70504504505,42.7477477477477,8.50675675675676,2,14,111,37,3
"1748",24,4244,54,9,1,1,1,1,1
"1749",21.5,1874.91666666667,43.1666666666667,7.29166666666667,2,4,12,6,3
"1750",23,1158.225,33.05,6.99375,2,5,40,17,4
"1751",26.5,1445.83333333333,31,3.58333333333333,2,3,6,3,2
"1752",23,1121.708,30.8,4.28333333333333,3,7,15,7,4
"1753",25,1050,30,5,1,1,1,1,4
"1754",22,1369.51516666667,32.4833333333333,6.1125,2,13,60,29,2
"1755",23,1040,45.5,8,1,2,2,2,4
"1756",22.5,1836.47254545455,39.5727272727273,7.18409090909091,2,31,110,52,3
"1757",22,1030.41666666667,39.1666666666667,7.75,2,4,12,4,4
"1758",20,780,30,6,1,1,2,1,4
"1759",23,1170,48,9,1,1,1,1,4
"1760",22,1235.75333333333,25.6666666666667,5.61111111111111,2,3,9,4,4
"1761",22,1905.67868421053,42.5175438596491,7.5219298245614,2,20,114,37,3
"1762",22,1586.68045454545,37.3333333333333,5.95833333333333,3,9,66,38,3
"1763",22,1186.63043478261,40.6086956521739,7.09782608695652,2,4,23,8,4
"1764",23,1351.88,32.84,5.27,2,10,25,10,2
"1765",22.5,1397.5,60,10.75,1,1,2,1,2
"1766",22,1636.73557142857,36.0181818181818,7.10941558441558,9,74,770,243,3
"1767",22,1574.3822327044,32.5283018867925,5.65251572327044,3,53,318,107,2
"1768",23,1482.07558823529,39.8235294117647,7.04411764705882,2,15,34,17,2
"1769",22,1286.23971428571,38.5142857142857,6.42857142857143,2,9,35,20,2
"1770",22.5,1443.75,36.25,7.125,2,1,4,2,2
"1771",21,1293.3,38.2,5.55,2,4,5,4,2
"1772",20.5,962.541666666667,33.4166666666667,6.77083333333333,1,5,12,5,4
"1773",23,1145.625,35.5,5.0625,2,1,8,5,4
"1774",22,1444.71040816327,31.6530612244898,4.6734693877551,3,17,49,25,2
"1775",21,2101.47826086957,40.3913043478261,6.60869565217391,2,8,23,12,1
"1776",22,1679.875,44.7142857142857,7.19642857142857,2,6,14,7,3
"1777",22.5,1028.18181818182,40.6363636363636,7.93181818181818,2,5,22,8,4
"1778",22.5,1525.36363636364,43.1363636363636,7.52272727272727,2,9,22,9,2
"1779",22,554.285714285714,22.2142857142857,3.71428571428571,2,3,14,6,4
"1780",22,1374.87181818182,33.8363636363636,5.68636363636364,2,16,55,26,2
"1781",22,1453.92456521739,30.3152173913043,4.91304347826087,2,29,92,40,2
"1782",22.5,1712.86538461538,36.9615384615385,6.50961538461539,2,12,26,10,3
"1783",21,1738.91066666667,35.5333333333333,6.20555555555556,2,25,90,23,3
"1784",23,1476.90357142857,41.7214285714286,6.55892857142857,2,36,140,45,2
"1785",22,1123,23,5.1,2,3,5,3,4
"1786",22,1448.33333333333,46,8.58333333333333,1,2,3,2,2
"1787",24,1533.33333333333,29.6666666666667,6.66666666666667,2,3,3,2,2
"1788",20.5,469.375,30,3.6875,2,2,4,2,4
"1789",22,1400.18951612903,33.258064516129,5.94354838709677,2,21,62,13,2
"1790",23,1334.79166666667,42.8333333333333,7.89583333333333,2,8,12,5,2
"1791",22,1509.375,30.5,4.375,1,3,4,3,2
"1792",22,1439.05682352941,39.1372549019608,6.00196078431373,3,30,255,41,2
"1793",22,1451.67928571429,52.5714285714286,6.76785714285714,2,6,14,6,2
"1794",22,1526.65740740741,29.9259259259259,4.42592592592593,1,6,27,2,2
"1795",22,1240.66162790698,44.7209302325581,6.4593023255814,2,12,43,21,2
"1796",21,1834.88636363636,40.4545454545455,5.76136363636364,1,6,22,7,3
"1797",20,848,34,4,1,1,1,1,4
"1798",22,1542.75,30.5,4.79166666666667,2,3,12,3,2
"1799",23,1438.22133333333,52.3333333333333,6.51666666666667,2,9,15,8,2
"1800",28.5,1638.75,30,4.75,1,1,2,1,3
"1801",22,1610,24,5.75,1,1,1,1,3
"1802",20,1552,21,4.5,1,1,1,1,2
"1803",22,1693.44285714286,33.4285714285714,5.62142857142857,2,16,35,13,3
"1804",22,1866.42091836735,41.5,6.41071428571429,2,21,98,32,3
"1805",22,1260,38,7.33333333333333,2,1,3,2,2
"1806",22,1878.98555555556,40,7.08333333333333,1,3,9,3,3
"1807",21,1557.03947368421,32.1052631578947,4.51315789473684,1,4,19,6,2
"1808",22,1270,24.3333333333333,5.08333333333333,1,2,6,2,2
"1809",21,1504.56666666667,28.4,4.86666666666667,1,8,15,8,2
"1810",26,1198.56666666667,26,4.83333333333333,2,3,3,3,4
"1811",22,1476.25,43.5555555555556,6.19444444444444,1,4,9,6,2
"1812",22.5,1380,30,4,1,1,2,1,2
"1813",21,744.396666666667,30,4.83333333333333,2,2,3,2,4
"1814",21.5,1373.33333333333,28.5833333333333,4.5,1,5,12,4,2
"1815",21.5,1057.5,41.3333333333333,6.75,1,4,6,3,4
"1816",22,1202.80312883436,36.4907975460123,5.98773006134969,4,34,163,70,4
"1817",22,1270.90021276596,36.9255319148936,6.97872340425532,3,30,188,75,2
"1818",23,1248.25,49.0882352941176,7.78676470588235,3,3,34,15,2
"1819",22,1480,30,6,2,2,3,2,2
"1820",22,1153.98904761905,35.6190476190476,5.71428571428571,2,5,21,12,4
"1821",21,1238.5,28.2,4.5,1,3,5,5,2
"1822",21.5,1427.82545454545,46.0454545454545,6.65909090909091,1,9,22,7,2
"1823",21,1817.5,36.8,5.5,1,4,5,3,3
"1824",21,1300,50,10,1,1,3,1,2
"1825",24,1130.08333333333,43.8787878787879,7.08333333333333,2,7,33,10,4
"1826",22.5,1272.69444444444,46.0555555555556,6.02777777777778,2,4,18,6,2
"1827",21.5,1725,0,5,1,1,2,1,3
"1828",21,1474.53833333333,35,5.45833333333333,2,4,6,3,2
"1829",22,1568.32907216495,42.020618556701,6.94845360824742,2,24,97,25,2
"1830",23,1200,30,4,1,1,10,1,4
"1831",22,1421.61538461538,33.4615384615385,6.51923076923077,1,8,13,6,2
"1832",22,1552.5,16.1428571428571,4.5,1,4,7,3,2
"1833",22,1728.45161290323,32.3870967741936,5.06451612903226,1,4,31,5,3
"1834",21,1097.39375,53.03125,6.1875,2,8,32,5,4
"1835",21,1559.43090909091,42.2727272727273,6.8595041322314,4,27,121,56,2
"1836",22,1338.86261363636,38.7272727272727,6.43465909090909,3,12,88,46,2
"1837",22,1360.15384615385,46,7.11538461538461,2,6,26,12,2
"1838",24,1266.25,36.5,5.9375,3,2,4,4,2
"1839",22,1554.41666666667,32.3333333333333,6.41666666666667,1,2,6,2,2
"1840",20,947.5,25.7142857142857,4.07142857142857,1,2,7,3,4
"1841",22,2012.5,45,5.83333333333333,1,1,3,1,3
"1842",21,1241,48,6.6,2,2,5,4,2
"1843",22,1006.25,47.6363636363636,6.86363636363636,1,3,11,3,4
"1844",21,1417.658125,32.4375,4.953125,2,7,16,8,2
"1845",21,2213.75,41.75,7.25,2,3,4,3,1
"1846",21.5,1036.75,59.3,7.975,1,3,10,2,4
"1847",25,1267.5,72,9.75,1,1,1,1,2
"1848",22,1591.52272727273,34.2727272727273,4.61363636363636,1,2,11,3,3
"1849",21,1382.25,28.625,4.25,1,4,8,4,2
"1850",22,1254,49.8,7,1,2,5,2,2
"1851",21.5,1697.7,41,5.8,1,7,30,6,3
"1852",22,1177.96111111111,34.7111111111111,4.76111111111111,2,12,45,8,4
"1853",22,1431.29350769231,34.7984615384615,6.32038461538462,6,61,650,212,2
"1854",22,1147.39561538462,34.8153846153846,6.13076923076923,5,26,130,51,4
"1855",23,1188.76390697674,35.1395348837209,5.97441860465116,3,27,215,70,4
"1856",22,1236.45317647059,34.4470588235294,5.775,6,15,170,84,2
"1857",22,1392.77331395349,39.4186046511628,5.88372093023256,3,24,86,38,2
"1858",23,1097.3825,29.25,6.09027777777778,2,12,36,16,4
"1859",22,1455.90909090909,26.5454545454545,6.59090909090909,2,4,11,8,2
"1860",23,1502.35294117647,34.9411764705882,6.13235294117647,3,2,17,10,2
"1861",22,1358.18847457627,33.5084745762712,5.55932203389831,3,6,59,37,2
"1862",22,1511,25.2,5.7,2,1,5,3,2
"1863",22,1012.16666666667,40.0740740740741,6.19444444444444,2,4,27,9,4
"1864",23,1300,72.5,10,1,1,2,1,2
"1865",21,1320.22580645161,33.6774193548387,5.70967741935484,2,9,31,11,2
"1866",20.5,1060,30,4,1,1,2,1,4
"1867",22.5,1669.25,29.5,5.6875,1,3,4,3,3
"1868",21.5,1478.75944444444,35.5555555555556,5.68055555555556,3,8,18,13,2
"1869",21,1412.55882352941,34.843137254902,5.40196078431373,2,10,51,15,2
"1870",22,2846.25,50.7777777777778,8.25,2,3,9,2,1
"1871",21.5,1582.17391304348,37.0652173913044,4.96195652173913,1,10,46,6,2
"1872",22,1527.32494809689,39.2041522491349,6.29498269896194,4,37,289,98,2
"1873",22,1160.24932835821,36.5149253731343,5.95149253731343,4,28,268,77,4
"1874",22,1149.1312,43.52,7.35,1,6,25,15,4
"1875",21,690,0,3,1,1,2,1,4
"1876",22,1255.17794117647,35.5,5.22058823529412,2,7,34,16,2
"1877",22,1415.84677419355,38.7741935483871,5.45967741935484,2,7,31,11,2
"1878",23,1380,22,6,1,1,1,1,2
"1879",21,1293.75,30,3.75,1,1,1,1,2
"1880",22,1835.38636363636,45.3636363636364,6.22727272727273,2,7,11,6,3
"1881",20,1256.13,30,5,1,1,1,1,2
"1882",20,1921.11111111111,37.8888888888889,4.19444444444444,2,4,9,2,3
"1883",22,1479.08320754717,34.811320754717,5.9811320754717,3,17,53,29,2
"1884",21.5,1080.1804,37.04,5.92,4,17,50,24,4
"1885",21,1857.1036036036,46.6036036036036,6.63288288288288,2,26,222,44,3
"1886",23,1430.73076923077,30.1538461538462,5.25,1,6,13,6,2
"1887",22,1219.75,39.1,7.075,2,4,10,5,4
"1888",20,2558.75,50.6666666666667,7.41666666666667,1,1,3,1,1
"1889",22,958.285714285714,56.2857142857143,6.28571428571429,1,2,14,1,4
"1890",21,1279.74684210526,36.8421052631579,5.14473684210526,2,5,19,7,2
"1891",20.5,2871.25,51.1666666666667,7.25,2,3,6,2,1
"1892",24,1150,9,5,1,1,1,1,4
"1893",21,1554.13142857143,30.0571428571429,4.96428571428571,2,8,35,6,2
"1894",22,1467.46426086957,43.3913043478261,6.91739130434783,2,22,115,33,2
"1895",22,1620.57142857143,38.3571428571429,6.48809523809524,2,11,42,15,3
"1896",22,2042.23428571429,32,8.28571428571429,1,2,7,1,3
"1897",22,1436.00044334975,35.8916256157635,5.90147783251231,3,31,203,35,2
"1898",22,1170,62,9,1,1,1,1,4
"1899",21,1764.11363636364,30.6363636363636,5.11363636363636,2,2,11,1,3
"1900",20.5,1849,36.1,5.2,1,2,10,2,3
"1901",23.5,1552.5,33.25,4.5,1,2,4,2,2
"1902",22,1445.94819642857,37.8321428571429,6.11785714285714,7,47,280,98,2
"1903",22,1344.97364341085,37.968992248062,6.23062015503876,3,19,129,50,2
"1904",21,1141.28069767442,36.8217054263566,5.53100775193798,4,13,129,56,4
"1905",22,1520.67979166667,36.8541666666667,5.71875,1,12,48,17,2
"1906",22,1396.69058823529,37.921568627451,6.73039215686275,2,7,51,20,2
"1907",22,1225.95636363636,27.0909090909091,5.97727272727273,3,3,11,8,4
"1908",20,783,20,3,1,1,2,1,4
"1909",21.5,938.692307692308,36.1923076923077,4.78846153846154,2,7,26,13,4
"1910",22.5,922.83,38.75,5.5,1,2,8,3,4
"1911",22,1234.81689655172,38.1034482758621,5.79310344827586,2,5,29,16,2
"1912",21,1422.30952380952,29.8571428571429,5.17857142857143,2,6,21,8,2
"1913",24,1466,30,4.25,1,1,1,1,2
"1914",22,1292.35,38.65,5.9375,2,6,20,8,2
"1915",20,1094.16666666667,53.1666666666667,8.41666666666667,1,2,6,4,4
"1916",22,1375.71428571429,31.2857142857143,6.57142857142857,1,3,7,3,2
"1917",21,972.003333333333,19.8333333333333,4,2,2,6,3,4
"1918",23,1264,26,4,1,1,1,1,2
"1919",21,1541.625,30.375,4.46875,1,4,8,2,2
"1920",21.5,1231.5,36.9,5.1,1,5,10,6,4
"1921",21.5,1552.5,30,4.5,1,1,2,1,2
"1922",22,1996.67,37.8,5.93571428571429,1,10,35,8,3
"1923",22,1399.13,41.344262295082,6.36885245901639,2,12,61,19,2
"1924",22,1525.71327868852,36.9918032786885,5.60860655737705,3,30,122,31,2
"1925",21,1313.81388888889,31.4444444444444,4.5,2,8,18,5,2
"1926",21,1355.52,15,3,1,1,1,1,2
"1927",23,1290.25,31,4.35,2,3,5,3,2
"1928",20,1786.5,32.8571428571429,5.17857142857143,1,4,14,3,3
"1929",21,1466,30,4.25,1,1,1,1,2
"1930",23,1552,29,4.5,1,1,1,1,2
"1931",22,1522.66666666667,29,4.66666666666667,1,1,3,1,2
"1932",21,2330.66666666667,63.6666666666667,8.83333333333333,2,2,3,2,1
"1933",22,2004.06896551724,44.2413793103448,7.28879310344828,3,12,58,18,3
"1934",22,1357.27125,33.6785714285714,5.71428571428571,2,16,56,22,2
"1935",20,840,31,4,1,2,3,2,4
"1936",23,1767.5,65.2222222222222,9.75,2,2,9,2,3
"1937",24,1435,27.7142857142857,5.57142857142857,1,2,7,2,2
"1938",21.5,2242.5,47,6.5,1,2,4,1,1
"1939",20.5,1290.9375,32,4.4375,1,1,8,2,2
"1940",23,911.413333333333,30.6666666666667,4.41666666666667,2,2,3,2,4
"1941",22,1418.77931578947,38.2736842105263,5.89210526315789,4,35,190,66,2
"1942",23,1018.09090909091,34.4545454545455,4.77272727272727,1,4,11,4,4
"1943",20,1157.7,30.4,4.35,1,6,10,5,4
"1944",22,1345.35122764228,36.6308943089431,6.22439024390244,5,50,615,197,2
"1945",22,1261.15125,32.9111842105263,6.56085526315789,2,26,304,90,2
"1946",22,1074.93520179372,26.3766816143498,4.89798206278027,5,13,223,88,4
"1947",21.5,1372.485,33.25,4.375,2,3,4,4,2
"1948",22,1340.01351955307,34.5810055865922,5.34078212290503,5,30,179,52,2
"1949",22,1507.54955882353,45.8529411764706,7.09926470588235,3,5,68,29,2
"1950",22,1405.06972972973,35.2432432432432,5.77027027027027,2,14,37,16,2
"1951",24,2300,56,10,1,1,1,1,1
"1952",23,1420.95833333333,37.3333333333333,6.91666666666667,2,2,12,10,2
"1953",22,1099.26617021277,35.7872340425532,5.42553191489362,3,7,47,33,4
"1954",28.5,3300,46,9.625,2,1,2,2,1
"1955",21.5,1374.80836956522,31.9239130434783,5.43478260869565,2,11,92,31,2
"1956",20,3185,60,9,1,1,1,1,1
"1957",21,1402.00323943662,34.5070422535211,5.81338028169014,2,10,71,29,2
"1958",22,861.666666666667,37.5,6.16666666666667,2,3,6,3,4
"1959",22,1752.8125,41.5555555555556,6.26388888888889,2,6,36,11,3
"1960",22,1042.26586776859,32.0247933884297,5.20661157024793,4,11,121,52,4
"1961",21,1158.72321428571,44.8214285714286,6.83928571428571,1,5,28,9,4
"1962",21.5,520,33,4,1,1,2,1,4
"1963",22,1246.40545454545,24.3636363636364,5.27272727272727,2,3,11,5,2
"1964",22,2011.72619047619,42.0476190476191,6.13095238095238,1,9,21,7,3
"1965",21.5,1268.97555555556,34.5555555555556,5.83333333333333,2,5,18,11,2
"1966",22,1362.57064516129,38.5483870967742,6.83870967741935,2,8,31,18,2
"1967",22,944,31.3333333333333,4,1,2,9,1,4
"1968",23,2328.33333333333,51.6666666666667,6.75,1,1,3,1,1
"1969",21,1347.53571428571,34.5238095238095,4.36904761904762,1,9,21,8,2
"1970",20,1300,60,10,1,1,1,1,2
"1971",22,1100,33,6,1,1,1,1,4
"1972",22,1611.929,33.05,4.7375,2,7,40,10,3
"1973",22,1456.66666666667,35.4444444444444,6.19444444444444,1,7,9,7,2
"1974",22,1439.55595505618,36.0561797752809,6.22963483146067,4,42,356,136,2
"1975",22,1330.40968503937,37.9724409448819,6.75295275590551,3,33,254,86,2
"1976",22,1351.50483333333,39.4333333333333,6.17222222222222,4,14,180,54,2
"1977",22,1598.1325308642,41.7654320987654,6.78703703703704,2,13,81,26,3
"1978",22,1368.98872340426,44.468085106383,6.98404255319149,2,3,47,24,2
"1979",23.5,2326.25,39.25,7.75,2,2,4,4,1
"1980",22,1271.69961538462,36.4615384615385,5.77884615384615,2,6,26,15,2
"1981",21,1538.37209302326,35.8139534883721,5.61627906976744,1,5,43,15,2
"1982",22,1229.5,34.6666666666667,4.92307692307692,3,11,39,18,4
"1983",22,1665.25333333333,41.3333333333333,6.08333333333333,2,3,3,3,3
"1984",22,908.097826086957,40.7391304347826,5.56521739130435,1,11,23,8,4
"1985",21.5,1982.8703125,31.0625,4.859375,3,4,16,9,3
"1986",23,950.3,30,5,1,1,3,1,4
"1987",21,1214.64285714286,35,6.60714285714286,1,5,7,5,4
"1988",31,948,30,3,1,1,1,1,4
"1989",25,2559.875,46.5,6.75,1,1,2,2,1
"1990",22.5,1176.5,23.25,3.875,1,2,4,2,4
"1991",21,1573.37121212121,33.2727272727273,4.84090909090909,2,13,33,9,2
"1992",23.5,1121.25,30,3.25,1,1,2,1,4
"1993",25.5,1293.75,30,3.75,1,1,2,1,2
"1994",22,1136.38631578947,33.6315789473684,6.13157894736842,2,10,19,11,4
"1995",22,1921.0303030303,39.4848484848485,5.4469696969697,1,14,33,8,3
"1996",23,1236.0625,41.5,5.796875,2,9,16,5,2
"1997",24,1244.81818181818,34.8181818181818,6.27272727272727,2,5,11,6,2
"1998",23,1147.84936363636,35.5818181818182,6.05454545454545,4,29,110,42,4
"1999",23,756,8,3,1,1,1,1,4
"2000",23,933.714285714286,16.4285714285714,3.42857142857143,2,4,7,4,4
"2001",21,1277.5,15,3.25,1,1,1,1,2
"2002",22,1104.58507462687,32.4328358208955,6.00373134328358,3,7,67,28,4
"2003",20,1211.25,17.6666666666667,7.25,3,2,6,3,4
"2004",23,1695.61090909091,50.6363636363636,8.54545454545454,2,2,22,11,3
"2005",23,1336.5,39.4,8.4,2,2,5,2,2
"2006",22,1279.78591304348,38.4,6.42391304347826,3,29,115,60,2
"2007",23.5,1603.653,34.7,9.275,2,3,10,4,3
"2008",22.5,1113.96836956522,34.3695652173913,5.70652173913043,4,15,92,35,4
"2009",24,1776.66666666667,43.6666666666667,7.25,1,1,3,2,3
"2010",23,1331.875,46.6875,6.59375,3,5,16,5,2
"2011",22.5,1711.25,65,9.25,1,1,2,1,3
"2012",20,1690,24.6666666666667,4.66666666666667,1,2,3,2,3
"2013",20,1560,21,5,1,1,3,1,2
"2014",21,967,30.3333333333333,4.41666666666667,1,2,3,2,4
"2015",24,910.898571428571,27.5,4.28571428571429,2,4,14,8,4
"2016",21.5,1636.25,53.25,7.75,1,3,4,2,3
"2017",22,1339.14823529412,36.0106951871658,5.87566844919786,4,37,187,87,2
"2018",22,1358.33978723404,36.6382978723404,6.22872340425532,4,4,47,22,2
"2019",22.5,1769.88227272727,53.8636363636364,8.19318181818182,1,6,22,12,3
"2020",22,1496.7331884058,33.3478260869565,5.64130434782609,3,16,69,29,2
"2021",23,1350,30,4.5,1,1,1,1,2
"2022",23,1358.75714285714,30.3142857142857,5,2,5,35,20,2
