"","MEDIAN_AGE","AVERAGE_GRANT_AMOUNT","AVERAGE_ECTS","STUDY_LENGTH","LANGUAGES_TAUGHT","SUBJECTS_TAUGHT","STUDENTS_ARRIVED","CONNECTED_UNIVERSITIES","cluster"
"393",21,1927.13172043011,37.8817204301075,7.4758064516129,2,14,93,36,3
"394",21,1639.05341176471,41.5411764705882,7.32647058823529,3,18,85,36,3
"395",22,1637.48684210526,38.5,6.20394736842105,2,11,38,19,3
"396",22,1075.42857142857,25.4285714285714,4.92857142857143,1,3,7,5,4
"397",22,1888.18103448276,28.5172413793103,7.5948275862069,3,11,29,11,3
"398",22,1993.125,35.1071428571429,6.41964285714286,3,11,28,13,3
"399",22,2127.04363636364,34.6363636363636,6.92045454545455,2,9,22,6,1
"400",19,795.168947368421,28.6315789473684,4.26315789473684,2,5,19,4,4
"401",22,1722.21195266272,35.5443786982249,6.72337278106509,3,32,169,81,3
"402",22,1819.53125,17.6875,5.546875,2,9,16,5,3
"403",22,2350.10841269841,40.1587301587302,8.40476190476191,2,23,63,31,1
"404",22,1742.54545454545,28,5.15909090909091,2,3,11,7,3
"405",22,1842.32434146341,37.3170731707317,8.15731707317073,2,28,205,69,3
"406",21,1698.61111111111,27.9444444444444,5.05555555555556,2,5,18,10,3
"407",22.5,1462.528,37.4,6.225,2,1,10,8,2
"408",22,824.722222222222,25.8888888888889,3.41666666666667,2,2,9,6,4
"409",22,1123.06481481481,28.9074074074074,6.13888888888889,2,12,54,23,4
"410",22.5,1332.29166666667,26.3333333333333,5.58333333333333,2,3,6,6,2
"411",22,3138,33.6,6.05,2,3,5,3,1
"412",21,1390.7284137931,33.9310344827586,4.97413793103448,2,11,29,16,2
"413",22,1834.14194968553,35.937106918239,6.60220125786164,2,31,159,66,3
"414",22,1447.05882352941,29.8235294117647,6.875,2,6,34,12,2
"415",21.5,1526.8,41.8,6.2,2,4,10,3,2
"416",21.5,1645.68921875,37.203125,6.79296875,2,23,64,42,3
"417",22,1488.34972972973,40.0810810810811,6.75675675675676,3,14,37,18,2
"418",22.5,1410.42307692308,36.5,6.00961538461539,2,5,26,16,2
"419",20,1355,28,4.6,1,2,5,3,2
"420",21,1617.63888888889,30.4444444444444,5.59259259259259,2,12,27,19,3
"421",22,1489.77090909091,30.0909090909091,6.04545454545455,2,14,33,20,2
"422",22,1155.65185185185,30.1481481481481,4.79166666666667,2,7,54,27,4
"423",24,1784.58666666667,43.3333333333333,7.625,2,2,12,11,3
"424",22,1735.81703016241,34.3526682134571,6.52784222737819,2,46,431,141,3
"425",22,1636.15131578947,38.2894736842105,6.27631578947368,2,5,38,13,3
"426",21,1588.30941798942,38.6507936507937,7.3531746031746,3,28,189,71,2
"427",24,2445.854,34.8,5.85,2,4,5,4,1
"428",25,750,40,5,1,2,3,2,4
"429",21,1219.49583333333,33.8666666666667,5.525,2,9,60,23,4
"430",21,2174.09415841584,38.1831683168317,7.35148514851485,2,26,202,85,1
"431",22,2013.5965625,42.0625,7.25,2,12,32,12,3
"432",22,2093.93,39.6363636363636,7.07954545454545,2,6,22,10,1
"433",22,1821.08326923077,31.7884615384615,5.88461538461539,2,20,52,27,3
"434",22,1102.5,40,7.61111111111111,1,3,9,2,4
"435",21,1818.84342431762,38.7344913151365,7.25310173697271,3,43,403,163,3
"436",22,2314.25419354839,43.2258064516129,8.12096774193548,2,13,31,13,1
"437",23,1107.02074074074,27.4074074074074,4.61111111111111,2,5,27,18,4
"438",25,1794.50371428571,37.0285714285714,7.08571428571429,3,2,35,28,3
"439",24,875.193333333333,29.0952380952381,5.01190476190476,2,4,21,13,4
"440",23.5,1010,30,6.5,1,2,2,2,4
"441",23,1027.8925,27.25,5.25,2,6,24,6,4
"442",22,1150,21,4.66666666666667,2,3,3,3,4
"443",23,2129.7695,38.95,7.2625,2,4,20,13,1
"444",22,1948.61111111111,34.8888888888889,5.27777777777778,2,2,9,5,3
"445",21,1376.45,30,5.5,1,2,3,2,2
"446",22,1580.33441176471,36.5294117647059,6.30882352941176,2,11,34,19,2
"447",21.5,1750,21,5,1,1,2,1,3
"448",22,1885.21151515152,39.3636363636364,5.39393939393939,2,10,33,15,3
"449",21,1958.08925,29.825,6.9,2,16,40,19,3
"450",22,2082.91144736842,34.8026315789474,6.34210526315789,2,23,76,32,3
"451",21,1174.47576923077,35.6730769230769,6.42788461538461,2,9,52,23,4
"452",22,1884.41749253731,37.2059701492537,7.2455223880597,5,40,335,109,3
"453",20,1700,15,4,1,1,1,1,3
"454",21,1620.30415584416,34.9480519480519,6.47727272727273,2,15,77,33,3
"455",22,1562.13502923977,35.3508771929825,6.11476608187134,3,26,342,107,2
"456",22,1653,44.5384615384615,6.96153846153846,2,4,13,10,3
"457",22,1483,30.7142857142857,5.71428571428571,2,4,7,5,2
"458",21,1502.25,30,5.78125,2,10,32,14,2
"459",21,1571.208,30,4.4,1,2,5,2,2
"460",22,2216.72829931973,41.5510204081633,7.57993197278912,2,30,147,60,1
"461",22,1064.72571428571,20.8571428571429,4.28571428571429,1,6,7,4,4
"462",22,1361.96428571429,33.9285714285714,4.96428571428571,2,7,14,8,2
"463",21,859.712857142857,31.6428571428571,4.05357142857143,2,5,14,6,4
"464",20,4065.75,62,10.25,2,2,3,1,1
"465",22,1821.31356573705,33.7430278884462,6.81573705179283,3,49,502,178,3
"466",23,1810.23375394322,36.3864353312303,7.60212933753943,5,48,634,165,3
"467",23.5,1622.65,38.4,6.625,2,1,10,9,3
"468",22,1579.33088235294,36.7058823529412,6.19852941176471,2,8,34,23,2
"469",22,1403.35242857143,34.8785714285714,6.66071428571429,2,27,140,60,2
"470",25,1453.39285714286,23.1428571428571,5.25,2,3,7,5,2
"471",21,2350.64727272727,14.5454545454545,4.63636363636364,1,5,11,5,1
"472",22,1095.99764705882,35.2352941176471,6.42647058823529,2,10,17,9,4
"473",21,1361.50735294118,42.0882352941176,7.67647058823529,2,4,34,13,2
"474",21,1075.85941176471,33.3823529411765,4.63970588235294,3,6,34,11,4
"475",20,1811.875,37.75,7.875,2,4,8,3,3
"476",22,1648.21840425532,37,6.94769503546099,3,41,282,124,3
"477",22,2147.57419753086,39.7037037037037,8.12962962962963,2,23,81,31,1
"478",22,1352.23692307692,35.0769230769231,5.42307692307692,2,3,13,7,2
"479",21.5,1284.015,30,4.3125,2,2,4,2,2
"480",22,1050,15,3,1,1,1,1,4
"481",21,1891.33333333333,29,4.83333333333333,1,2,3,3,3
"482",23.5,1601.33333333333,30.8333333333333,6.29166666666667,2,1,6,4,3
"483",22,1244.60083333333,32.5,6.45833333333333,2,18,48,28,2
"484",21,2476.01333333333,31.3333333333333,8,2,1,3,3,1
"485",21,1848.81818181818,27.7272727272727,7,2,7,11,8,3
"486",21,1316.76362745098,38.2058823529412,5.80882352941176,2,12,102,44,2
"487",23,1711.875,14.5,8.8125,2,3,4,4,3
"488",23,2799.1,39.36,7.92,2,10,25,10,1
"489",22,2163.11486486487,39.7837837837838,7.68918918918919,2,22,37,25,1
"490",21,2072.74457831325,38.9638554216867,7.39759036144578,3,24,83,44,3
"491",22,1452.64162162162,37.1621621621622,6.9527027027027,2,20,74,28,2
"492",22,1855.69145985401,35.8686131386861,6.99270072992701,2,24,137,44,3
"493",22,1636.13590604027,35.9127516778523,6.93456375838926,2,20,149,47,3
"494",21,1466.40575342466,37.8493150684931,6.28767123287671,3,10,73,29,2
"495",21.5,1210,23,5.5,1,2,2,1,4
"496",22,1784.35805429864,34.2533936651584,6.91289592760181,4,36,221,105,3
"497",24,2096.56,32,7.4,2,3,5,4,1
"498",23.5,1568.625,35.75,6.575,2,8,20,10,2
"499",22,1751.21739130435,34.7826086956522,5.76086956521739,2,13,23,13,3
"500",21.5,2169.96071428571,54.7857142857143,7.39285714285714,3,5,14,5,1
"501",22,1951.86527896996,41.4420600858369,7.38733905579399,3,37,233,83,3
"502",21,1791.21264367816,34.4137931034483,7.4051724137931,2,22,87,30,3
"503",20,1469.44333333333,19,5.33333333333333,2,1,3,2,2
"504",21,1628.43327044025,44.8993710691824,7.30817610062893,3,14,159,34,3
"505",22,1897.25,33.2,5.25,2,3,5,3,3
"506",23,1710,17,4.75,1,1,1,1,3
"507",22,1302.59259259259,31.2222222222222,6.01851851851852,2,11,27,13,2
"508",22,2164.50984848485,36.9242424242424,6.88636363636364,2,25,66,34,1
"509",22,1767.375,25.75,6.4375,2,1,8,6,3
"510",23.5,2276.05,42.5,9,2,1,2,2,1
"511",21,1698.20255813953,40.3895348837209,7.48110465116279,2,23,172,69,3
"512",22.5,1640.22222222222,31.8888888888889,6.55555555555556,2,8,18,8,3
"513",21,2008.11111111111,44.2222222222222,6.08333333333333,2,4,9,5,3
"514",22,1970.1313559322,37.1186440677966,6.15677966101695,2,13,59,17,3
"515",23,1452.63,28.8,5.15,3,4,25,15,2
"516",21.5,2209.765625,38.9375,6.5,2,4,16,7,1
"517",23,1571.5,55.35,7.425,1,4,20,6,2
"518",22,2053.33673469388,37.4285714285714,7.04081632653061,2,16,49,29,3
"519",23,1427.5,32.0909090909091,5.36363636363636,2,6,11,6,2
"520",21,2005,60,11.0416666666667,2,3,6,3,3
"521",22,1392.65306122449,38.8775510204082,6.82142857142857,2,10,49,14,2
"522",22,1892.58651515152,40.0227272727273,8.0842803030303,2,31,264,98,3
"523",23,1621.11776470588,35.8352941176471,6.71764705882353,2,21,85,40,3
"524",22,1623.00235294118,36.2941176470588,6.60294117647059,2,3,17,14,3
"525",23,1633.55882352941,43.0588235294118,6.54411764705882,2,6,17,13,3
"526",23,1817.796875,40.0208333333333,7.328125,2,11,48,18,3
"527",22,1701.71195652174,38.3260869565217,7.53260869565217,2,14,46,20,3
"528",22,595.833333333333,25,4.58333333333333,2,2,3,2,4
"529",21,2109.1250862069,43.948275862069,7.7176724137931,2,19,116,55,1
"530",22,1402.43184210526,36.6052631578947,6.56578947368421,2,14,38,22,2
"531",21,1593.75,30,3.75,1,1,1,1,3
"532",23,1871.59090909091,34.9090909090909,6.93181818181818,2,3,11,10,3
"533",22,1774.0058,35.1,6.99833333333333,3,38,300,119,3
"534",23,1720.52,30.6666666666667,7,3,17,42,28,3
"535",23,1599.57894736842,26.1052631578947,5.21052631578947,2,7,19,8,3
"536",22,1572.10326530612,34.6326530612245,6.62755102040816,2,9,49,18,2
"537",22.5,3318.5,60,8.5,1,2,2,2,1
"538",21,1392.88857142857,34.5714285714286,7.64285714285714,2,3,7,5,2
"539",24,1000,22,5,1,1,1,1,4
"540",23,2040.43617283951,38.3950617283951,7.33950617283951,3,11,81,46,3
"541",22,1928.1155,33.35,5.8875,2,3,20,18,3
"542",21,3349.835,39.6666666666667,7.95,2,5,15,8,1
"543",21,1195.57138888889,29.8055555555556,5.49305555555556,2,11,36,14,4
"544",22,1298.73718309859,33.2253521126761,6.23943661971831,3,19,71,28,2
"545",21,1095.25125,21.125,4.515625,2,7,16,7,4
"546",22,2397.10066666667,42.7333333333333,7.54166666666667,2,12,30,18,1
"547",21,1944.15977272727,36.1363636363636,7.14204545454545,3,9,44,15,3
"548",22.5,1373.75,33.8333333333333,6.25,2,4,6,4,2
"549",22,2523.07142857143,43.7857142857143,7.64285714285714,3,7,14,9,1
"550",21,2244.69981132075,36.7547169811321,7.30188679245283,2,16,53,20,1
"551",21,1710.45019607843,36.8627450980392,6.49509803921569,2,13,51,25,3
"552",22,1897.93146892655,38.5310734463277,7.79802259887006,4,34,177,76,3
"553",23.5,1212.5,43.75,7.5,1,2,4,3,4
"554",22,1546.1340625,29,6.5078125,2,15,32,16,2
"555",22,1892.82142857143,31.7142857142857,6.32142857142857,2,5,7,4,3
"556",22,2222.09615384615,35.0769230769231,6.49358974358974,2,10,39,17,1
"557",22,1612.24137931034,42.8965517241379,7.37068965517241,2,11,29,13,3
"558",23,1390.73277456647,31.9364161849711,6.04768786127168,3,36,173,94,2
"559",21,1140.49726027397,25.8356164383562,4.39041095890411,3,20,73,35,4
"560",21,1133.57,20,3,1,1,1,1,4
"561",22,1595.91248641304,31.6413043478261,5.94938858695652,6,69,736,253,2
"562",22.5,1592.937,37.875,6.61875,2,6,40,20,3
"563",23,3027.31333333333,43.8888888888889,8.72222222222222,2,2,9,9,1
"564",22,1515.80583333333,34.7777777777778,5.54861111111111,2,6,36,18,2
"565",21,1235.801,27.45,4.925,2,8,20,11,2
"566",21,832.5,30,4.5,1,1,2,1,4
"567",22,1674.3968,28.64,4.3,1,9,25,12,3
"568",20,935.538958333333,32.0416666666667,3.796875,2,11,48,19,4
"569",23,1000,30,5,1,1,1,1,4
"570",21.5,1210,30,5.5,1,1,2,1,4
"571",24,1613.75,24.25,4,2,2,4,2,3
"572",22,1739.49919129082,35.1306376360809,6.46500777604977,5,61,643,181,3
"573",22,1320.14718676123,30.9243498817967,5.2434988179669,3,20,423,128,2
"574",24,1487.5116,36.08,6.76,2,5,25,16,2
"575",22,1397.31260204082,32.1479591836735,5.13392857142857,3,26,196,63,2
"576",20,2001.49727272727,36.5454545454545,7.18181818181818,2,6,11,7,3
"577",25,862.95,28.3333333333333,6.33333333333333,2,3,6,6,4
"578",25,1215.625,30,4.625,2,1,4,3,4
"579",23,1480.58,26,6.5,1,1,4,2,2
"580",21,1410,22.5,4,1,2,4,2,2
"581",22,1225.8704494382,28.438202247191,4.71910112359551,2,17,89,38,2
"582",21,945.840684931507,28.1780821917808,4.08561643835616,3,13,73,32,4
"583",21,1348.6862195122,30.1707317073171,5.70426829268293,1,13,82,34,2
"584",23,1000.65,23,5,1,1,1,1,4
"585",21,1821.6323880597,31.2238805970149,5.47388059701493,3,11,67,21,3
"586",21,3018.916,32,5.31666666666667,1,6,15,8,1
"587",23,1018.84294117647,32.7058823529412,4.55882352941176,1,7,17,14,4
"588",21,2843.08722222222,42.537037037037,6.63425925925926,3,10,54,22,1
"589",30,1000.65,23,5,1,1,3,1,4
"590",24.5,1275,27.5,5,1,3,4,3,2
"591",23,1513.26315789474,31.5789473684211,5.73684210526316,2,5,19,13,2
"592",28,2002.005,45,8.25,1,4,4,4,3
"593",22,1557.26412177986,31.6042154566745,6.12412177985949,5,37,427,118,2
"594",22,1580.75428571429,39.2857142857143,5.89285714285714,1,7,7,5,2
"595",22,1715.47088235294,33.8897058823529,6.07352941176471,4,59,544,195,3
"596",20,1907.43756756757,32.0540540540541,5.25,1,13,37,18,3
"597",22,2016.66666666667,23.3333333333333,3.66666666666667,2,1,3,2,3
"598",21,2016.7,27,4.4,1,5,10,5,3
"599",23,1787.3,27.8571428571429,4.71428571428571,2,6,7,5,3
"600",21,1782.69439086294,35.502538071066,6.39689086294416,4,50,788,166,3
"601",21,1557.44910569106,34.2113821138211,6.14024390243902,2,29,123,63,2
"602",21,1772.38098765432,31.3333333333333,4.92283950617284,2,17,81,36,3
"603",21,1582.68488888889,30.3444444444444,4.26666666666667,3,18,90,39,2
"604",30,552.5,24,4.25,1,1,2,1,4
"605",22,2227.955,31.14,5.585,2,20,50,18,1
"606",21,1570.2,19.2,4.9,2,5,5,4,2
"607",22,1836.00390052356,36.3874345549738,6.78010471204188,6,42,382,152,3
"608",20,1100,34,5,2,1,3,1,4
"609",21,1530.68297931034,30.9062068965517,5.91172413793103,4,56,725,234,2
"610",26,920,40,4,1,1,1,1,4
"611",21,3856,46,6.875,1,1,2,1,1
"612",21.5,2004,30,4.375,1,1,2,1,3
"613",23.5,2137.5,19,4.75,1,1,2,1,1
"614",22,1783.2196039604,34.0123762376238,6.68316831683168,4,46,404,125,3
"615",22,2300,51,10,1,1,1,1,1
"616",22,1299.48,35.2,5.3,2,6,15,10,2
"617",22,1358.33333333333,32,5,2,2,3,3,2
"618",22,1637.67150485437,33.9417475728155,6.42233009708738,4,33,206,82,3
"619",21.5,2775,45,7.5,1,2,2,1,1
"620",24.5,2300,57,10,1,1,2,1,1
"621",22,1675.45,35,10.5,1,1,1,1,3
"622",22,1574.29327202323,29.4356243949661,6.15464666021297,6,73,1033,301,2
"623",22,1530.31141656663,29.0144057623049,6.0813325330132,5,66,833,266,2
"624",22,1593.56713030747,30.1786237188873,6.05673499267936,5,50,683,198,2
"625",23,1245,30,5,1,1,1,1,2
"626",21.5,1476.83333333333,28,4.58333333333333,2,4,6,5,2
"627",23,1971,30,4.5,1,1,1,1,3
"628",23,997.5,24,4.75,1,1,1,1,4
"629",19,1262.58,20,4,1,1,1,1,2
"630",20,1757.5,60,4.75,1,1,1,1,3
"631",21,1593.33079439252,28.0654205607477,5.94392523364486,4,33,428,153,2
"632",22,1435.82104938272,31.9876543209877,5.37422839506173,3,38,324,97,2
"633",21,1456.28608695652,25.4347826086957,4.15217391304348,3,2,23,8,2
"634",22,1761.82587155963,36.0642201834862,6.69495412844037,3,23,109,43,3
"635",23,1863.78307692308,25.9230769230769,7.23076923076923,3,2,13,13,3
"636",28,1841.004,34.4,5.6,2,2,5,4,3
"637",22,1340.575,27.8166666666667,5.43333333333333,2,16,60,29,2
"638",21,1491.16666666667,24.1666666666667,5.08333333333333,2,3,6,5,2
"639",29,1150,10,5,1,1,1,1,4
"640",26,2000,40,5,1,1,1,1,3
"641",19,832.5,23.3333333333333,4.5,1,1,3,1,4
"642",22,1655,30,5,1,1,1,1,3
"643",23,1047.5,25,4.375,1,1,4,3,4
"644",22,0,30,4.25,1,1,1,1,4
"645",21,1840,60,8,1,1,1,1,3
"646",22,1563.78812765957,34.6468085106383,6.34095744680851,3,64,470,182,2
"647",22,1425.85958174905,30.8098859315589,5.19391634980989,2,39,263,115,2
"648",20,2214.72222222222,60,8.83333333333333,2,2,9,2,1
"649",20.5,3191.25,60,8.625,1,2,2,1,1
"650",22,1686.03412698413,30.4603174603175,6.17460317460317,2,20,63,34,3
"651",21.5,1728.625,35.25,5.8125,2,2,4,3,3
"652",22,1574.05312903226,32.0451612903226,6.35604838709677,6,62,620,190,2
"653",23,801.01,20,3,1,1,1,1,4
"654",22,1757.5,60,9.5,1,1,1,1,3
"655",21,1469.89033112583,27.5629139072848,5.79635761589404,3,35,151,71,2
"656",22,2163,30,5,3,3,3,2,1
"657",21,1444.86142857143,32.4285714285714,5.71428571428571,2,3,14,7,2
"658",23.5,920,26,4,1,1,4,1,4
"659",22,1882.91319277108,32.7349397590361,6.13704819277108,3,45,332,121,3
"660",20,1655,32,5,1,1,2,1,3
"661",22,1500,15.3333333333333,3.5,1,1,3,1,2
"662",22,1729.03115646258,35.358843537415,6.78103741496599,6,58,588,180,3
"663",24,1319.59333333333,10,5.33333333333333,1,2,3,3,2
"664",22,1736.07636363636,30.1818181818182,5.5,2,4,11,4,3
"665",27,1861.5,30,4.25,1,1,1,1,3
"666",23,1751.6082320442,32.5524861878453,6.62707182320442,2,36,181,75,3
"667",22,1740.53944444444,33.4197530864198,6.07407407407407,3,37,162,58,3
"668",22,1770.95894677871,33.7675070028011,6.90070028011205,5,77,1785,422,3
"669",23,2836.98,43.2222222222222,7.55555555555556,2,3,9,9,1
"670",24,698.333333333333,18,3,1,1,3,1,4
"671",23,690,26,5,1,1,1,1,4
"672",22,1645.63173076923,31.2442307692308,5.87451923076923,3,55,520,162,3
"673",22.5,1896.5,35.5,4.875,2,2,2,2,3
"674",22,1543.3277170418,27.9742765273312,5.63102893890675,3,47,311,119,2
"675",19,920,0,4,1,1,1,1,4
"676",22,1844.93510729614,33.5450643776824,6.82296137339056,4,34,233,75,3
"677",23.5,2797.875,45,7.8125,2,2,4,2,1
"678",22,1245,30,5,1,1,1,1,2
"679",22,1561.82054347826,31.0108695652174,6.3804347826087,3,50,552,177,2
"680",23,1609.2,40.2,6.4,2,2,10,7,3
"681",21,1569.40913978495,30.8655913978495,6.42069892473118,3,30,186,78,2
"682",22,1673.34061403509,29.9824561403509,6.28070175438596,4,31,114,47,3
"683",22,1327.27567567568,29,5.30405405405405,3,9,37,20,2
"684",22,2427.7275,44.5357142857143,6.14285714285714,3,3,28,14,1
"685",22,1503.7,23.6666666666667,6.1,2,10,15,12,2
"686",21,1659.59266149871,39.4366925064599,6.7235142118863,3,33,387,109,3
"687",26,1800,30,6,1,1,1,1,3
"688",22,1712.9585380117,31.1254061078622,6.74041585445094,6,79,1539,375,3
"689",22,1548.03969770254,31.9141475211608,6.42140266021765,4,47,827,219,2
"690",23,1622.2989261745,33.2734899328859,6.72315436241611,3,47,596,189,3
"691",21,1971,35,4.5,1,1,1,1,3
"692",21,2583.2,36.2,5.5,3,4,5,4,1
"693",21.5,1916.25,30,4.375,1,2,2,1,3
"694",21,1931.504,28.8,5.75,2,3,5,4,3
"695",22.5,1650,26,7.5,2,1,2,2,3
"696",21,1370.21414414414,37.4774774774775,5.07432432432432,2,9,111,32,2
"697",21,2664.5,41,6.08333333333333,2,2,3,2,1
"698",22,1876,30,4,1,2,2,2,3
"699",21,1901.29211267606,36.3098591549296,5.75352112676056,2,16,71,22,3
"700",22.5,1206.5,30.5,3.75,1,2,2,2,4
"701",22,1540.50192145863,28.6605890603086,5.81451612903226,5,42,713,193,2
"702",24,1239,20,4,1,1,1,1,2
"703",21.5,1883.125,31.5,6.5625,2,3,4,3,3
"704",22,1510.43903846154,35.3653846153846,5.92067307692308,2,21,104,42,2
"705",21,1584.66865934066,32.6945054945055,5.52142857142857,4,54,455,106,2
"706",21,1767.2085,33.1,6.925,3,3,20,10,3
"707",22,1435.70052631579,31.2074303405573,5.91176470588235,4,35,323,98,2
"708",20,1971,30,4.5,1,1,2,1,3
"709",21,1265.07295555556,32.9088888888889,5.29444444444444,3,42,450,142,2
"710",25,1298.16666666667,37.3333333333333,5.83333333333333,2,1,3,3,2
"711",21,1282.33258333333,32.6333333333333,5.39375,2,24,120,41,2
"712",22,1955.14672727273,38.6363636363636,6.20454545454545,2,15,55,18,3
"713",20.5,1200,30,4,1,1,2,1,4
"714",26,1150,30,5,1,1,1,1,4
"715",19,555,17,3,1,1,1,1,4
"716",27,810,20,4.5,1,1,1,1,4
"717",22,1777.56570188133,32.1432706222865,6.64254703328509,7,62,691,225,3
"718",21,1999.654,26.6,6.45,1,2,5,5,3
"719",23,1335.12,24,6,1,1,1,1,2
"720",21,4200,60,10,1,1,1,1,1
"721",20,1255.33333333333,31,4.66666666666667,1,1,3,1,2
"722",21,1382.5,23.4444444444444,4.80555555555556,2,4,9,4,2
"723",22,1936.30548387097,28.8064516129032,4.91129032258065,2,11,31,13,3
"724",23,1800,44,4.5,1,1,1,1,3
"725",22,1828.61703319502,35.1867219917012,6.73703319502075,4,58,482,170,3
"726",22,2062.96992,36.24,6.614,2,29,125,57,3
"727",22,1462.06081632653,30.6632653061224,6.03316326530612,2,20,98,34,2
"728",20,920,16,4.5,1,1,2,1,4
"729",21,1437.7,28.2,4.8,1,1,5,2,2
"730",22,1665.42621848739,31.4936974789916,6.05567226890756,3,51,476,174,3
"731",21,1380,12,9,1,1,1,1,2
"732",24,2521.5,40,5.91666666666667,2,3,3,3,1
"733",22,1550.22671328671,27.6293706293706,5.72902097902098,4,32,143,71,2
"734",20,0,60,10,1,1,1,1,4
"735",22,1660.61153846154,31.5384615384615,4.78846153846154,1,3,13,5,3
"736",23.5,2047,30,4.5,1,1,2,1,3
"737",22,1494.24746835443,28.379746835443,5.52215189873418,2,29,158,79,2
"738",22,1385.90013888889,33.875,6.23958333333333,2,17,72,35,2
"739",21,480,0,3,1,1,2,1,4
"740",21,1395.69674698795,28.9638554216867,5.7289156626506,2,23,83,42,2
"741",21,1626.01817502668,32.0224119530416,6.50240128068303,6,61,937,284,2
"742",21,1979.738,33.6,6.4,2,3,5,5,3
"743",24,1638.56,22.6,5.2,1,4,5,4,3
"744",21,980,20,4,1,1,5,1,4
"745",27,1000,30,5,1,1,1,1,4
"746",20,1971,30,4.5,1,1,1,1,3
"747",22,1490.4043359375,30.02734375,6.2236328125,2,40,256,92,2
"748",21,1500,20,3,1,1,1,1,2
"749",23,1870,18,5,1,1,1,1,3
"750",22,1821.18452241715,32.2962962962963,6.7948343079922,5,50,513,178,3
"751",21,1282,30,4.75,1,1,1,1,2
"752",21,1301.2297826087,33.5217391304348,5.48913043478261,2,16,46,20,2
"753",20,1480,30,4,1,1,1,1,2
"754",22,1675.40490694789,33.9044665012407,6.95595533498759,7,78,1612,340,3
"755",21,1542.70064066852,32.5654596100279,6.6441504178273,4,37,359,136,2
"756",23,1156.38125,25.125,5.8125,2,2,8,7,4
"757",28,2803.5,27,9,1,1,2,2,1
"758",22,1813.64936507936,36.7989417989418,6.56613756613757,4,38,189,73,3
"759",23,1582.58393939394,29.4006734006734,6.6489898989899,3,52,297,111,2
"760",21,2300,40,10,1,1,1,1,1
"761",21,1800,18,3,1,1,1,1,3
"762",25,1250,30,5,1,1,1,1,2
"763",23,1580.66666666667,28,6,2,2,3,2,2
"764",21.5,1542.4375,28.25,4.5625,2,4,4,4,2
"765",22,1725.32045977011,32.5293405928615,6.69888082274652,10,77,1653,324,3
"766",22,1757.759890625,33.659375,6.337109375,3,68,1280,342,3
"767",21,1733.08145299145,32.8461538461538,6.76709401709402,2,23,117,47,3
"768",22,1376.1599137931,30.301724137931,5.74784482758621,2,24,116,34,2
"769",22,1420.81853658537,31.9756097560976,6.04268292682927,2,7,41,24,2
"770",21.5,1310,53.25,8,2,3,8,4,2
"771",22,3613.5,60,8.25,1,1,1,1,1
"772",21,2693.96,60,9,1,1,1,1,1
"773",23,1050,25,3.5,2,1,2,1,4
"774",23,1946.659,34.6,5.95,2,2,10,8,3
"775",19,2750,30,5.5,1,1,2,1,1
"776",22,1515.75917372881,31.8050847457627,6.31991525423729,4,48,472,165,2
"777",21,1562.12096774194,26.5483870967742,5.73387096774194,2,9,31,16,2
"778",25.5,1380,60,6,1,1,2,1,2
"779",21,1478.97915492958,35.1267605633803,5.42253521126761,3,20,71,34,2
"780",22,1565.68885304659,30.2401433691756,5.40770609318996,3,42,279,119,2
"781",21.5,1768.195,27,4.375,2,1,4,3,3
"782",21.5,1916.25,32.5,4.375,1,1,2,1,3
"783",21,2387.5,23.375,6.09375,2,3,8,4,1
"784",22,1671.30125,30.75,5.125,2,4,8,7,3
"785",22,1555.64533733133,31.9715142428786,6.20539730134933,5,64,667,232,2
"786",24,1846.66666666667,27.6666666666667,6,1,2,3,3,3
"787",22,1465.90538461538,30.0384615384615,5.10576923076923,2,12,26,17,2
"788",20,3885.5,42,9.5,1,1,1,1,1
"789",22,1278.6866,29.16,5.065,3,13,50,38,2
"790",22,1257.10275362319,31.6231884057971,5.57246376811594,3,10,69,30,2
"791",22,1321.73,24.8461538461538,4.95512820512821,3,6,39,22,2
"792",23,1133.04604255319,26.8510638297872,5.15531914893617,5,39,235,102,4
"793",22,1354.37166007905,33.3557312252964,5.84189723320158,3,36,253,116,2
"794",22,1409.88838709677,31.8387096774194,4.87096774193548,2,10,31,12,2
"795",21,1579.84615384615,29.6153846153846,4.46153846153846,1,3,13,4,2
"796",21,1135.08333333333,31.5,4.875,1,1,6,4,4
"797",20,1525.5,34.3333333333333,4.5,1,1,3,1,2
"798",22,963.125,15.25,4.4375,1,2,4,2,4
"799",21,1675,31.6666666666667,4.83333333333333,1,1,3,2,3
"800",21,832.5,20,4.5,1,1,4,1,4
"801",23,1407.7224,36.76,6.24,2,12,25,15,2
"802",23,1397.3037826087,30.3086956521739,5.85869565217391,4,37,230,103,2
"803",21,1660.640625,33.5625,5.375,1,3,16,6,3
"804",21,1612.88642857143,26.7142857142857,6.42857142857143,2,6,14,9,3
"805",22,579.75,21,3.075,2,2,10,3,4
"806",23.5,1594.18666666667,21.3333333333333,4.5,2,2,6,5,3
"807",20.5,1155,30.75,5.25,2,3,4,3,4
"808",23,1249.6,23.6,4.7,2,2,5,3,2
"809",23,1013.64,22.1428571428571,3.57142857142857,2,3,7,5,4
"810",22,1860.76396551724,37.3275862068966,6.76724137931035,4,38,116,59,3
