"HOST_INSTITUTION_CDE","MEDIAN_AGE","AVERAGE_GRANT_AMOUNT","AVERAGE_ECTS","STUDY_LENGTH","LANGUAGES_TAUGHT","SUBJECTS_TAUGHT","STUDENTS_ARRIVED","CONNECTED_UNIVERSITIES"
"G  ATHINE06",24,1249.55315789474,23.7894736842105,5.10526315789474,3,5,38,15
"G  ATHINE34",22,1191.34302325581,32.8372093023256,4.58139534883721,2,12,43,20
"G  ATHINE41",22.5,1099.55285714286,27.7142857142857,5.24107142857143,2,13,28,13
"G  ATHINE42",22,1472.17363636364,37.3636363636364,6.13636363636364,3,5,11,8
"G  ATHINE53",21,1820,64,8,1,1,3,1
"G  CHANIA01",22,945.25,28.8,4.2,1,2,5,2
"G  EGALEO01",23,1290.1848,39.44,6.55,2,11,25,12
"G  IOANNIN01",23,2010.734375,37.4375,7.5625,2,7,16,11
"G  KALAMAT01",21,1629.84375,27.0625,4.4375,1,8,16,6
"G  KALLITH01",23,2158.91666666667,29,5.16666666666667,1,3,3,3
"G  KALLITH02",22,1872.70277777778,41.7037037037037,6.5787037037037,3,11,54,30
"G  KAVALA01",20.5,1055.37857142857,34.5,4.53571428571429,2,4,14,8
"G  KOMOTIN01",23,1586.80555555556,35.0555555555556,6.13888888888889,2,10,18,14
"G  KOZANI01",22,1100,30,5,1,1,1,1
"G  KOZANI02",20.5,2144,30,4,1,1,2,1
"G  KRITIS01",22,1548.84234567901,32.6172839506173,5.62654320987654,2,18,81,46
"G  KRITIS04",22.5,1221.211,24.58,4.63,2,14,50,17
"G  KRITSI09",23,1525.64705882353,31.1764705882353,5.72058823529412,2,10,17,11
"G  LAMIA02",21,1600,33.3333333333333,5.5,1,2,3,2
"G  LARISSA02",22,1640.36,35.8181818181818,4.09090909090909,1,5,11,6
"G  MESOLO01",22,2443.75,27,5.75,1,1,2,1
"G  PATRA01",23,1650.82224137931,30.7241379310345,5.53448275862069,2,23,58,28
"G  PATRA04",22,1176.13111111111,26.2222222222222,5.22222222222222,2,6,9,5
"G  PIREAS01",22,1745.96458333333,33.4166666666667,6.05208333333333,2,9,24,13
"G  SERRES01",22,1187.5,17,3.75,1,2,6,1
"G  Thessal01",21,1100,25,5,1,1,1,1
"G  THESSAL01",22,1605.60606741573,32.2247191011236,5.94943820224719,5,53,267,139
"G  THESSAL02",21,1546.40333333333,35.7333333333333,6.25833333333333,1,12,30,16
"G  THESSAL12",22,1691.71675,34.075,5.98125,2,19,40,26
"G  THESSAL14",20,2400,23,4,1,1,2,1
"G  TRIPOLI03",21,1731.84375,39.5,6.28125,1,4,8,4
"G  VOLOS01",23,1473.39516129032,36.4838709677419,6.12903225806452,4,13,31,18
"G  XX",22,1615,36,4.75,1,1,1,1
"G  ZAKYNTH01",20,1072.5,22,4.25,1,4,5,2
"HR DUBROVN01",22,2121.8714,41.08,5.21,2,7,25,10
"HR OSIJEK01",23,1740.33333333333,38.8333333333333,5.6,2,10,30,13
"HR PULA01",22.5,1360.625,28.875,5.5625,2,4,8,5
"HR RIJEKA01",22,1892.34534883721,34.4651162790698,6.15697674418605,2,13,43,20
"HR SPLIT01",22,1725.58558139535,32.1860465116279,5.86627906976744,2,17,43,19
"HR ZADAR01",21,1502.92,31.8571428571429,5.79761904761905,3,11,21,14
"HR ZAGREB01",22,1377.64920318725,29.8406374501992,5.699203187251,5,48,251,100
"HR ZAGREB05",23,1214.41666666667,26,4.66666666666667,2,2,3,2
"HR ZAGREB06",21,985.255853658537,34.4146341463415,5.25609756097561,1,6,41,20
"HR ZAGREB07",21,1112.5,36,5.3,1,3,5,2
"HR ZAGREB10",22,1218,30.8,4.6,1,2,5,2
"HU BAJA01",21,1534.10714285714,32,4.32142857142857,2,2,7,3
"HU BUDAPE54",23,1494.7375,31,3.8125,1,2,8,2
"HU BUDAPES01",22,1536.39698030635,31.4967177242888,5.92997811816193,9,48,457,166
"HU BUDAPES02",22,1294.99495890411,31.5698630136986,5.92534246575342,2,37,365,140
"HU BUDAPES03",22,1203.19052884615,29.9639423076923,5.07211538461539,4,35,416,148
"HU BUDAPES08",22,1526.53495934959,35.479674796748,6.09552845528455,3,11,123,54
"HU BUDAPES09",22,1625,26.5,5.75,2,1,4,2
"HU BUDAPES10",22,1485.98409090909,27.1818181818182,5.79545454545455,2,8,22,11
"HU BUDAPES12",22,1406.41659090909,35.9469696969697,5.91098484848485,3,13,132,48
"HU BUDAPES16",23,1186.385625,29.1666666666667,5.04947916666667,2,22,96,34
"HU BUDAPES20",22,1198.517375,35.3541666666667,5.79583333333333,2,26,240,81
"HU BUDAPES25",23,1745.72,25.0384615384615,6.58653846153846,3,4,26,17
"HU BUDAPES26",21,1395.385625,35.1875,5.296875,2,4,16,12
"HU BUDAPES27",22,1053.26104477612,29.2089552238806,4.40298507462687,2,9,67,40
"HU BUDAPES28",22,1218.97619047619,32.3333333333333,4.22023809523809,2,10,42,16
"HU BUDAPES29",22,996.24,30,4,1,1,2,1
"HU BUDAPES37",21.5,634.5,11.5,6.75,2,3,4,3
"HU BUDAPES41",22,1157.67120879121,33.1648351648352,5.24450549450549,4,18,91,47
"HU BUDAPES44",21,1275.80769230769,35,5.18269230769231,2,10,26,11
"HU BUDAPES45",21.5,1297.98315789474,33.1315789473684,4.92105263157895,4,13,76,21
"HU BUDAPES46",24,1206.545,26.7,5.875,2,7,20,9
"HU BUDAPES47",24,1290.61081081081,29.7297297297297,5.58108108108108,2,11,37,28
"HU BUDAPES49",22,2408.25,31.5,4.75,2,1,2,1
"HU BUDAPES50",21,1600,35.6,4,1,1,5,1
"HU DEBRECE01",22,1597.86955696203,35.4556962025316,5.8370253164557,4,39,158,64
"HU DEBRECE04",48,2529.5,40,5.75,2,2,2,2
"HU DUNAUJ01",21,1348.87058823529,36.4117647058824,5.32352941176471,2,5,17,5
"HU EGER01",22,1855.80622222222,35.1777777777778,5.65,2,18,45,15
"HU GODOLLO01",22,1572.31769784173,34.1294964028777,5.74640287769784,3,27,139,54
"HU GYONGY01",23,2532.39285714286,58.7142857142857,7.03571428571429,1,2,7,2
"HU GYOR01",23,1446.03658536585,31.219512195122,6.59146341463415,2,18,41,16
"HU KAPOSVA01",21,1211.25,28.4074074074074,4.19444444444444,2,9,27,8
"HU KECSKEM02",22.5,1192.26541666667,37.875,5.125,2,5,24,7
"HU MISKOLC01",22,1201.26080645161,30.9516129032258,4.7741935483871,3,19,62,30
"HU NYIREGY04",20,1309.61904761905,30.3333333333333,4.09523809523809,2,7,21,4
"HU PECS01",22,1466.54927536232,36.0144927536232,5.94685990338164,4,42,207,92
"HU SOPRON01",21,1719.09130434783,34.8695652173913,5.30978260869565,2,18,46,21
"HU SZEGED01",22,1672.69545918367,35.3826530612245,6.05612244897959,3,41,196,89
"HU SZEGED04",23,1800,20,4.5,1,1,1,1
"HU SZFVAR01",22,1343.43056910569,32.7886178861789,4.39227642276423,2,20,123,31
"HU SZOLNOK01",22,1184.68181818182,35.8181818181818,4.93181818181818,1,3,11,6
"HU TATABAN01",21.5,2061.21428571429,31.6428571428571,6.64285714285714,1,4,14,5
"HU VESZPRE01",22.5,1681.73214285714,33.5952380952381,5.48809523809524,2,16,42,22
"HU XX",20,1322.28125,30.5,3.28125,1,1,8,2
"I  ADRIA01",24,3114.08,48.6666666666667,6.33333333333333,2,1,3,2
"I  ANCONA01",23,1433.46391304348,38.445652173913,6.65217391304348,2,27,92,41
"I  AOSTA02",21,782.857142857143,35.1428571428571,5.75,3,5,7,4
"I  BARI01",22,1855.31718253968,43.5476190476191,6.65873015873016,4,41,252,92
"I  BARI02",21,1872.41666666667,34.8333333333333,3.91666666666667,2,4,6,4
"I  BARI03",24,1300,10,10,1,1,1,1
"I  BARI05",22,1815.95681818182,45,7.78409090909091,2,14,66,28
"I  BENEVEN02",22,1884.86904761905,37.7380952380952,6.47619047619048,2,14,42,19
"I  BERGAMO01",21,1404.84704081633,34.0408163265306,6.13010204081633,3,21,98,48
"I  BOLOGNA01",22,1584.62491469816,37.6207349081365,7.07627952755906,4,92,1524,343
"I  BOLOGNA03",22,1783.56384615385,41.7435897435897,6.6025641025641,3,7,39,22
"I  BOLOGNA04",22,1877.09666666667,40.8888888888889,7.80555555555556,2,2,9,7
"I  BOLZANO01",22,1671.09814285714,32.0285714285714,6.02142857142857,3,15,70,34
"I  BOLZANO02",23,1800,28,5,1,1,1,1
"I  BRESCIA01",22,1740.86848484848,38.5757575757576,6.96590909090909,2,16,66,32
"I  BRESCIA04",20,1081.07142857143,41.5714285714286,6.82142857142857,1,3,7,5
"I  BRESCIA05",22,1322.04545454545,39.6363636363636,6.43181818181818,2,3,11,5
"I  CAGLIAR01",23,1774.99936440678,39.8898305084746,7.08156779661017,2,48,236,97
"I  CAGLIAR02",22,1313,30,3.5,1,1,1,1
"I  CALTANI01",25.5,2750,16.5,5,1,2,2,1
"I  CAMERIN01",22,1924.65369230769,49.0923076923077,7.56923076923077,2,15,65,22
"I  CAMPOBA01",22,1226.78590909091,44.5681818181818,7.20454545454545,2,19,44,22
"I  CAMPOBA03",21.5,4412.25,60,9.25,1,1,2,1
"I  CARRARA01",22,1785.65277777778,48.7777777777778,6.20833333333333,2,4,18,12
"I  CASAMAS01",20,2500,30,5,1,1,1,1
"I  CASSINO01",22,1593.7808,43.92,7.04,2,18,50,27
"I  CASTELL01",22,1318.53427184466,31.1941747572816,4.85436893203883,3,17,103,42
"I  CATANIA01",22,1593.22229166667,37.6458333333333,6.92317708333333,2,39,192,71
"I  CATANIA03",23,2004.2,46.8,7.55,2,3,5,4
"I  CATANZA02",22,1178.03846153846,55.4230769230769,8.08653846153846,2,6,26,8
"I  CHIETI01",22,1665.3716091954,42.5057471264368,7.39367816091954,2,21,87,44
"I  COMO04",21,1057.5,35.3333333333333,7.08333333333333,1,1,3,3
"I  COSENZA01",22,1707.5154676259,40.2302158273381,7.56654676258993,3,31,139,45
"I  COSENZA03",22,1278.4,8,4,1,1,1,1
"I  ENNA01",22,1467.96691176471,48.3235294117647,8.22794117647059,3,19,68,14
"I  FAENZA01",22.5,1631.25,37.8333333333333,4.45833333333333,2,3,6,4
"I  FERMO01",21,3458.25,59,7.25,1,1,1,1
"I  FERRARA01",22,1640.05701986755,44.8940397350993,7.78807947019868,3,26,151,62
"I  FERRARA02",25,1110,0,3,1,1,1,1
"I  FIESOLE01",27,896,29,5.6,2,3,5,4
"I  FIRENZE01",22,1545.2674853114,37.2291421856639,7.22091656874266,6,79,851,230
"I  FIRENZE03",23,1358.38636363636,40.1818181818182,7.20454545454545,2,5,22,11
"I  FIRENZE04",24,1480.93285714286,33.5714285714286,5.71428571428571,2,1,7,6
"I  FIRENZE05",22,872.92,30,4.5,2,1,2,2
"I  FOGGIA01",21,1868.5,37.25,5.5,2,3,4,3
"I  FOGGIA02",21,2385,0,5,1,1,1,1
"I  FOGGIA03",22,1746.750234375,41.84375,6.30859375,3,24,128,48
"I  FORLI01",19.5,2081.25,60,8.625,1,2,2,2
"I  FROSINO01",22.5,2128,45.5,5.95833333333333,2,4,6,5
"I  GENOVA01",22,1594.65111413043,40.1576086956522,7.28057065217391,4,54,368,144
"I  GENOVA02",25.5,2113.5,33,4.5,2,1,2,2
"I  GENOVA03",22,1124.5,60,8.65,2,2,5,3
"I  L-AQUIL01",22,2107.041875,41.125,6.978125,2,22,80,23
"I  L-AQUIL03",21.5,1414.75,40.75,6.6875,1,1,4,3
"I  L-AQUIL04",24,4025,24,8.75,1,1,1,1
"I  LA-SPEZ01",20,3935.25,64,8.25,1,1,1,1
"I  LECCE01",22,1661.31165413534,45.9548872180451,7.50751879699248,4,35,133,53
"I  LECCE02",22,1881,36.4,6.3,2,3,5,4
"I  LIVORNO01",20,1300,61,10,1,1,1,1
"I  LUCCA03",22,5340,90,9,1,1,1,1
"I  MACERAT01",22,1660.177890625,41.0390625,7.322265625,2,24,128,47
"I  MACERAT02",22,1568.93518518519,31.4444444444444,4.88888888888889,2,5,27,9
"I  MANTOVA01",21.5,3897,53,7.75,2,2,2,2
"I  MATERA01",20,4412.25,60,9.25,1,1,1,1
"I  MESSINA01",22,1417.37103448276,48.2873563218391,7.50287356321839,2,30,87,26
"I  MILANO01",22,1463.48666666667,37.9793510324484,6.55014749262537,3,56,339,137
"I  MILANO02",22,1590.67428362573,36.9956140350877,7.09283625730994,4,36,684,204
"I  MILANO03",22,1366.51592057762,38.3754512635379,6.85559566787004,3,41,277,101
"I  MILANO04",22,1379.11002793296,31.3296089385475,5.14175977653631,5,16,358,49
"I  MILANO05",21,922.944691358025,33.2222222222222,6.0462962962963,3,14,81,27
"I  MILANO08",22,1478.22191011236,41.4606741573034,6.47191011235955,2,8,89,37
"I  MILANO09",22,1278.00733333333,26.2,4.68333333333333,2,1,15,12
"I  MILANO11",21.5,1792.36538461538,34.5,5.05769230769231,2,6,26,18
"I  MILANO12",21.5,1746.46875,25.875,4.78125,2,4,8,4
"I  MILANO14",20,1311.323,25.7,5.15,1,3,10,6
"I  MILANO15",21,845,44.1666666666667,6.5,1,6,12,4
"I  MILANO16",22,1350.92287735849,37.5801886792453,6.87028301886792,3,38,212,86
"I  MILANO18",23,1100,28,5,1,1,1,1
"I  MODENA01",22,1279.0938071066,38.4162436548223,6.58502538071066,3,37,197,70
"I  MONOPOL02",25.5,2708,35.5,6,2,1,2,2
"I  NAPOLI01",22,1615.82788461538,42.5384615384615,7.21057692307692,3,48,260,98
"I  NAPOLI02",22,1810.52746031746,34.6825396825397,6.80555555555556,3,15,63,37
"I  NAPOLI03",25,1167,36.1818181818182,7.84090909090909,2,7,11,7
"I  NAPOLI04",22,1316.25125,33.725,6.6125,2,15,40,23
"I  NAPOLI06",22,1329.60368421053,40.0526315789474,6.93421052631579,2,5,19,12
"I  NAPOLI07",25,439,33,4,1,1,1,1
"I  NAPOLI09",22,1626.54590163934,48.0327868852459,7.57991803278689,2,22,122,50
"I  NOVARA01",26,1575,15,4.5,1,1,1,1
"I  PADOVA01",22,1661.23349693252,35.6533742331288,6.9114263803681,6,67,652,211
"I  PADOVA02",27,1324.75,42,8,1,1,2,2
"I  PALERMO01",22,1510.51253968254,36.5357142857143,6.89384920634921,4,45,252,92
"I  PALERMO03",22,1336.70958333333,54.1666666666667,7.86458333333333,1,5,24,14
"I  PALERMO04",38,2403.04,42,9,1,1,1,1
"I  PALERMO05",20.5,2767,49.5,8,2,3,4,3
"I  PARMA01",22,1438.13757575758,44.3901515151515,7.58333333333333,2,52,264,87
"I  PARMA02",20,4071.4,61.6,9,1,1,5,3
"I  PAVIA01",22,1720.20882591093,36.3805668016194,7.03643724696356,4,40,247,102
"I  PERUGIA01",22,1636.2842739726,43.2931506849315,7.57876712328767,3,60,365,117
"I  PERUGIA03",22,2702.82571428571,51.4285714285714,7.71428571428571,1,1,7,3
"I  PERUGIA04",22,1006.6,49.5333333333333,5.93333333333333,2,5,15,9
"I  PERUGIA06",22,1685.89583333333,35.7916666666667,6.08333333333333,2,11,24,14
"I  PESARO01",22,1645.66666666667,40,8.66666666666667,2,1,3,3
"I  PESCARA01",22.5,1966,25.5,4.875,2,1,2,2
"I  PIACENZ01",25,1050,30,3.5,1,1,1,1
"I  PISA01",22,1604.14411042945,37.2730061349693,7.39953987730061,4,58,326,110
"I  PISA02",22,2059.83333333333,22,7,1,3,6,5
"I  PISA03",22,1036.355,47.25,7.625,2,3,4,3
"I  POTENZA01",22.5,1567.29166666667,34.0833333333333,7.60416666666667,2,11,12,8
"I  RAVENNA01",22.5,585,47.5,4.5,1,2,8,2
"I  REGGIO01",22,1784.92,52.36,8.95,2,8,25,11
"I  ROMA01",22,1539.42191352346,37.4038638454462,7.19894204231831,4,72,1087,288
"I  ROMA02",22,1432.92362068966,37.0862068965517,6.66120689655172,2,51,290,104
"I  ROMA03",22,1374.2274863388,33.4043715846995,6.05191256830601,3,16,183,60
"I  ROMA04",21,1374.82795121951,39.3804878048781,6.95975609756098,4,26,205,76
"I  ROMA05",22,1376.0825,45.5208333333333,7.47916666666667,2,3,48,26
"I  ROMA06",22,1482.22043478261,43.695652173913,6.75,2,5,23,17
"I  ROMA09",24,2212.22333333333,47.3333333333333,7.79761904761905,2,3,21,17
"I  ROMA12",24.5,1281,26.5,4.5,1,1,2,1
"I  ROMA14",21,1094.77454545455,32.7272727272727,6.88636363636364,2,3,11,5
"I  ROMA16",22,1474.29324444444,38.0911111111111,7.49222222222222,3,55,450,145
"I  ROMA18",21,520,28.6666666666667,4,1,1,3,1
"I  ROMA20",21,1134.68444444444,33.8333333333333,6.84722222222222,2,5,36,18
"I  ROMA23",21,1758.58625,37.8125,7.1875,2,7,16,12
"I  ROMA25",22,963.888888888889,21.7777777777778,4.61111111111111,2,2,9,3
"I  SALERNO01",22,1811.01885057471,42.8199233716475,7.5,4,50,261,85
"I  SALERNO02",20,2700,60,9,1,1,1,1
"I  SASSARI01",22,1852.12467455621,42.9408284023669,7.4896449704142,3,40,169,60
"I  SASSARI02",22,390,18,3,1,1,1,1
"I  SIENA01",22,1450.11798295455,35.0681818181818,6.70383522727273,2,50,352,127
"I  SIENA02",21,1443.8680952381,33.4285714285714,5.64285714285714,1,3,21,13
"I  TERAMO01",22,1435.42889908257,47.4128440366973,7.96330275229358,2,28,109,34
"I  TERNI01",23,1170,60,9,1,1,1,1
"I  Torino01",21,1720.64,23,5,1,1,1,1
"I  TORINO01",22,1597.34327623126,40,7.08297644539615,3,55,467,154
"I  TORINO02",22,1580.70024096386,36.3253012048193,7.15060240963855,4,30,415,109
"I  TORINO04",22,1724.77344827586,41.551724137931,6.25862068965517,3,7,29,15
"I  TORINO05",22,1825,37.5,6.5,1,1,2,2
"I  TRAPANI02",23,3040.875,46.5,7.375,2,2,2,2
"I  TRENTO01",23,1530.61090277778,33.2847222222222,6.51909722222222,2,25,144,71
"I  TRENTO02",22.5,1618.5,18.5,5.25,1,1,2,2
"I  TRIESTE01",22,1459.78974358974,36.2222222222222,6.83653846153846,3,47,234,97
"I  TRIESTE02",24,2421.36,35.8,7,2,2,5,5
"I  TRIESTE03",21,1869.03,34,7,1,1,1,1
"I  UDINE01",22,1430.97222222222,32.6969696969697,6.42424242424242,3,41,99,48
"I  URBINO01",22,1431.42138888889,39.2037037037037,7.0625,3,30,108,47
"I  URBINO03",22.5,1265.1875,44.875,6.59375,2,2,8,3
"I  URBINO05",21,876.666666666667,40,4.33333333333333,2,2,3,3
"I  VARESE02",22,1650.11538461538,47.8076923076923,7.33653846153846,2,9,26,13
"I  VENEZIA01",22,1742.71221198157,34.6221198156682,6.3110599078341,3,28,217,104
"I  VENEZIA02",22,1645.8180733945,44.0366972477064,7.5848623853211,4,10,109,46
"I  VENEZIA03",21,1289.8125,41.5,6.09722222222222,2,5,36,17
"I  VENEZIA04",30,910,30,7,2,1,2,2
"I  VERCELL01",22,1435.53791666667,26.4583333333333,6.02083333333333,3,13,24,17
"I  VERONA01",22,1692.61278026906,33.2600896860987,6.7567264573991,3,30,223,84
"I  VERONA02",22,2536,52.1666666666667,8.58333333333333,2,2,6,4
"I  VERONA03",23,2372.5625,45,6.5625,2,3,4,3
"I  VICENZA02",21,1437.79666666667,23.3333333333333,4.16666666666667,1,3,3,2
"I  VICENZA03",23,1278.4,27,4,1,1,1,1
"I  VITERBO01",22,1381.75735294118,37.2794117647059,6.56617647058824,2,21,68,25
"I  VITERBO02",21.5,707.5,34.6666666666667,5,1,2,6,3
"I  XX",22,1168.78571428571,55.2857142857143,9,1,6,7,4
"IRLATHLONE01",21,2167.65715328467,48.992700729927,8.74270072992701,3,26,137,46
"IRLBLACKRO03",21,853.333333333333,34,5.33333333333333,1,2,3,2
"IRLCARLOW01",21,1463.61089430894,45.3739837398374,7.15650406504065,1,22,123,39
"IRLCORK01",22,1268.67208661417,34.1870078740157,5.94635826771654,5,62,508,141
"IRLCORK04",22,1226.72093167702,34.6832298136646,6.03416149068323,4,40,161,59
"IRLDublin01",27,1000,30,5,1,1,1,1
"IRLDUBLIN01",21,1466.21052469136,38.1141975308642,6.77932098765432,2,39,324,104
"IRLDUBLIN02",22,1230.91514492754,31.4692028985507,5.60778985507246,4,55,552,162
"IRLDUBLIN03",23.5,938.75,12.25,4.875,2,3,8,5
"IRLDUBLIN04",21,1309.27468899522,45.4641148325359,6.89473684210526,4,23,209,59
"IRLDUBLIN07",23,1553.64833333333,33.2083333333333,5.58333333333333,1,10,24,12
"IRLDUBLIN10",20.5,1195.65,42.5,6.15,1,4,10,6
"IRLDUBLIN13",20,740,30,4,1,1,1,1
"IRLDUBLIN14",23,933.25,29.7391304347826,4.05434782608696,1,8,23,19
"IRLDUBLIN17",22,1300,25,5.66666666666667,1,1,3,2
"IRLDUBLIN22",22,1125.5,22.8,7.55,1,2,5,3
"IRLDUBLIN27",22,1173.16924157303,35.626404494382,5.66502808988764,3,50,356,125
"IRLDUBLIN33",22,1055.36085714286,39.4857142857143,6.91428571428571,2,8,35,14
"IRLDUBLIN34",22,1052.05333333333,20,3.05555555555556,1,5,9,4
"IRLDUBLIN35",22,933.719873417721,44.1645569620253,6.32278481012658,2,13,79,16
"IRLDUBLIN38",22,1153.06117647059,34.1764705882353,5.73529411764706,1,8,17,9
"IRLDUNDALK01",22,1157.54684210526,35.5263157894737,5.83333333333333,2,26,171,36
"IRLGALWAY01",21,1309.05729927007,38.0036496350365,6.77098540145985,3,35,274,92
"IRLGALWAY02",22,1163.28,39.8166666666667,6.17916666666667,1,14,60,27
"IRLKILDARE01",23,1288.14142857143,23,5.64285714285714,2,1,7,7
"IRLLETTERK01",22,1178.27623188406,32.4927536231884,5.21739130434783,3,18,69,22
"IRLLIMERIC01",22,1192.15751196172,33.7081339712919,5.15968899521531,6,48,418,166
"IRLLIMERIC02",21,916.020476190476,39.4285714285714,5.5,1,10,21,13
"IRLLIMERIC04",21.5,1128.93526315789,28.5789473684211,4.76315789473684,2,11,38,22
"IRLMAYNOOT01",22,1094.23457142857,35.4816326530612,5.87551020408163,3,33,245,72
"IRLSLIGO01",21,1567.76536842105,40.2736842105263,7.53157894736842,2,25,95,40
"IRLSLIGO02",22,1066.57666666667,28.3333333333333,4,1,3,3,3
"IRLTALLAGH02",22,1152.06333333333,33.2142857142857,5.30357142857143,3,27,126,38
"IRLTRALEE01",22,1264.83836065574,33.6284153005465,5.72814207650273,2,26,183,53
"IRLWATERFO01",21,1215.64425,34.9833333333333,6.0875,2,26,120,48
"IS AKUREYR01",23,1493.14571428571,34.8857142857143,5.50714285714286,2,16,35,19
"IS BORGARN01",22,1231.1725,29.125,4.578125,1,8,16,8
"IS BORGARN02",23,1550,26,4.5,1,1,1,1
"IS REYKJAV01",22,1429.29729241877,31.7870036101083,5.59296028880866,3,47,277,144
"IS REYKJAV05",23,1180.57564516129,28.2096774193548,5.12298387096774,3,19,124,65
"IS Reykjav06",30,1500,30,5,1,1,1,1
"IS REYKJAV06",23,1273.83590909091,23.5454545454545,4.92045454545455,3,5,22,17
"LI VADUZ01",23,1644.78774193548,29.5806451612903,5.78225806451613,2,7,31,16
"LT ALYTUS01",22,1300,40.6666666666667,6,1,2,3,2
"LT KAUNAS01",22,1388.44447368421,36.5438596491228,5.79166666666667,2,26,114,49
"LT Kaunas02",22.5,1208.372,28.7,5,1,1,10,1
"LT KAUNAS02",22,1319.68511811024,36.0944881889764,5.99606299212598,3,28,127,54
"LT KAUNAS04",22,1432.70545454545,29.8181818181818,5.375,2,4,22,12
"LT KAUNAS05",23,1597.96296296296,37.3703703703704,6.98148148148148,2,11,27,12
"LT KAUNAS07",22,3493.75,62,10.75,1,1,1,1
"LT KAUNAS08",22,1139.64509433962,32.811320754717,4.91981132075472,3,19,53,18
"LT KAUNAS10",21,1247.35193548387,34.6774193548387,6.17741935483871,3,8,62,25
"LT KAUNAS12",25.5,1049.5,34.75,4.25,1,2,4,2
"LT KAUNAS13",23,1290.79458333333,35,6.69791666666667,2,9,48,22
"LT KAUNO01",20,1910,30,5,1,1,5,2
"LT KLAIPED01",22,1330.59261538462,33.6769230769231,5.25384615384615,1,25,65,25
"LT KLAIPED02",19.5,974.01,27,4,1,2,2,2
"LT KLAIPED04",21,1624.15625,42.75,6.078125,1,6,16,8
"LT KLAIPED05",22,1664.36046511628,34.6279069767442,5.2906976744186,1,6,43,6
"LT KLAIPED06",22,1394.04666666667,40.6666666666667,5.16666666666667,1,1,3,2
"LT KLAIPED07",21,1427.60714285714,30.4761904761905,4.44047619047619,1,4,21,6
"LT KLAIPED09",22,1538.5,36.52,6.3,1,10,25,7
"LT MARIJAM01",25.5,1137.5,30,3.5,1,1,2,1
"LT PANEVEZ01",21,1619.64285714286,32,4.78571428571429,1,3,7,3
"LT RIETAVA01",20,1389.1,30,4.275,1,2,10,2
"LT SIAULIA01",22,1515.85375,33.3541666666667,5.31770833333333,1,18,48,18
"LT SIAULIA02",21.5,1046.91625,21.25,3.71875,1,6,16,5
"LT SIAULIA03",21,1442.1125,32.75,4.7375,1,5,20,6
"LT UTENA01",21.5,1795.6,34.7,5.525,1,4,10,6
"LT VILNIUS01",22,1427.3573354232,30.9090909090909,5.77351097178683,6,48,319,149
"LT VILNIUS02",22,1331.613,35.4481481481481,5.99351851851852,2,27,270,95
"LT VILNIUS03",23,1172.54878787879,35.3030303030303,5.38636363636364,2,13,33,22
"LT VILNIUS04",22,1653.08757575758,32.4848484848485,5.40151515151515,3,12,33,17
"LT VILNIUS05",22,1418.78571428571,30.5714285714286,5.57142857142857,2,4,7,5
"LT VILNIUS06",22,1425.83278106509,34.7278106508876,5.89940828402367,4,17,169,85
"LT VILNIUS08",22.5,1287.33333333333,26.5,4.5,1,3,6,3
"LT VILNIUS10",21.5,1467.15166666667,34.5625,5.59375,1,23,48,20
"LT VILNIUS11",22,1085.76136363636,38.5,4.55681818181818,3,5,22,8
"LT VILNIUS12",22,925,34,5,1,1,1,1
"LT VILNIUS14",20.5,1562.625,36.25,5.71875,1,5,8,6
"LT VILNIUS15",22,1308.09168421053,36.3684210526316,5.62894736842105,2,13,95,33
"LT VILNIUS16",23.5,1464.75,26.25,4.0625,1,2,4,2
"LT VILNIUS19",22,1342.41404255319,35.7659574468085,6.04787234042553,1,6,47,21
"LT VILNIUS20",21,1701.86538461538,43.6923076923077,7.23076923076923,4,4,13,6
"LT VILNIUS23",23,1099.6,31.8,5,1,1,5,4
"LUXLUX-VIL01",23,1339.6508988764,29.1123595505618,6.34269662921348,5,23,89,47
"LV DAUGAVP01",22,1549.29166666667,33.2666666666667,5.55,3,6,30,12
"LV JELGAVA01",24,1610.375,31.75,5.5,2,10,16,9
"LV JURMALA03",24,801.01,30,3,1,1,1,1
"LV LIEPAJA01",21,1533.22857142857,30.2142857142857,4.94642857142857,3,9,14,7
"LV REZEKNE02",21,1696.62727272727,31.2272727272727,4.84090909090909,1,13,22,6
"LV RIGA01",22,1317.82502538071,31.5634517766497,5.8248730964467,5,33,197,99
"LV RIGA02",22,1294.08873333333,34.5066666666667,5.85166666666667,4,23,150,53
"LV RIGA03",22,1415.34725490196,33.6274509803922,5.8578431372549,3,16,51,31
"LV RIGA04",22,1088.58,23.68,4.71,2,9,25,19
"LV RIGA05",23.5,1731.25,32.5,6.15625,1,2,8,8
"LV RIGA06",23,1085.83333333333,27.1111111111111,4.47222222222222,1,3,9,4
"LV RIGA08",22,1479.2203125,30.34375,5.375,1,14,32,19
"LV RIGA09",22,1055.51619047619,34.1904761904762,4.75595238095238,2,7,42,20
"LV RIGA12",20,1318.89473684211,30.7368421052632,5.55263157894737,1,3,19,6
"LV RIGA13",21,1005.25731707317,28.4390243902439,4.26219512195122,1,6,41,22
"LV RIGA14",22,1167.10026315789,25.0263157894737,5.17105263157895,2,7,38,21
"LV RIGA27",21.5,1327.7415,32.45,5.0125,2,10,20,11
